id_transaccion,indice_split,split,monto_final,es_anomalia,tipo_anomalia,split_sugerido,reconstruction_error,severidad,prediccion_anomalia
TRX-008859,1669,validacion,10.17,0,normal,validacion,0.07143858,baja,1
TRX-008860,1993,prueba,10.14,0,normal,prueba,0.050766025,normal,0
TRX-008861,1670,validacion,90.94,1,empleado_anulaciones_altas,validacion,0.58165026,alta,1
TRX-008862,1671,validacion,10.28,0,normal,validacion,0.066190116,baja,1
TRX-008863,1672,validacion,2.01,0,normal,validacion,0.048419565,normal,0
TRX-008864,1994,prueba,1.67,0,normal,prueba,0.04653489,normal,0
TRX-008865,1995,prueba,3.92,1,venta_fuera_horario,prueba,0.10355126,media,1
TRX-008866,1673,validacion,38.52,0,normal,validacion,0.05220322,normal,0
TRX-008867,1996,prueba,5.64,0,normal,prueba,0.048798904,normal,0
TRX-008873,1997,prueba,15.41,0,normal,prueba,0.044527426,normal,0
TRX-008877,1998,prueba,20.41,1,venta_fuera_horario,prueba,0.07682746,baja,1
TRX-008878,1999,prueba,3.73,1,venta_fuera_horario,prueba,0.08235766,baja,1
TRX-008879,1674,validacion,19.45,0,normal,validacion,0.04222184,normal,0
TRX-008880,2000,prueba,10.08,0,normal,prueba,0.04901987,normal,0
TRX-008881,1675,validacion,-12.0,1,monto_inconsistente,validacion,0.09285923,media,1
TRX-008882,1676,validacion,2.71,0,normal,validacion,0.045591194,normal,0
TRX-008885,2001,prueba,20.78,0,normal,prueba,0.052970774,normal,0
TRX-008887,2002,prueba,11.32,0,normal,prueba,0.041321307,normal,0
TRX-008889,2003,prueba,19.55,1,venta_fuera_horario,prueba,0.11365223,alta,1
TRX-008890,2004,prueba,156.43,1,devolucion_monto_alto,prueba,0.79695827,alta,1
TRX-008891,2005,prueba,0.0,1,monto_inconsistente,prueba,0.09865364,media,1
TRX-008894,2006,prueba,21.84,0,normal,prueba,0.051197324,normal,0
TRX-008897,1677,validacion,22.97,1,venta_fuera_horario,validacion,0.09744817,media,1
TRX-008903,1678,validacion,28.72,0,normal,validacion,0.047530238,normal,0
TRX-008904,1679,validacion,6.98,1,efectivo_descuento_alto,validacion,0.104712114,media,1
TRX-008905,2007,prueba,2.94,0,normal,prueba,0.053521372,normal,0
TRX-008908,1680,validacion,3.4,0,normal,validacion,0.046130657,normal,0
TRX-008912,2008,prueba,6.63,0,normal,prueba,0.047114775,normal,0
TRX-008915,2009,prueba,5.74,0,normal,prueba,0.050374847,normal,0
TRX-008917,2010,prueba,8.5,0,normal,prueba,0.0556618,normal,0
TRX-008919,2011,prueba,104.34,1,devolucion_monto_alto,prueba,0.34970978,alta,1
TRX-008923,2012,prueba,121.41,1,monto_extremo,prueba,0.67246526,alta,1
TRX-008924,2013,prueba,0.81,1,descuento_fuera_politica,prueba,0.42691022,alta,1
TRX-008927,1681,validacion,7.73,0,normal,validacion,0.04714137,normal,0
TRX-008928,1682,validacion,-12.0,1,monto_inconsistente,validacion,0.18791138,alta,1
TRX-008929,2014,prueba,13.19,0,normal,prueba,0.054605305,normal,0
TRX-008933,1683,validacion,134.76,1,monto_extremo,validacion,0.4863201,alta,1
TRX-008935,2015,prueba,10.69,0,normal,prueba,0.050313447,normal,0
TRX-008936,1684,validacion,8.6,1,descuento_fuera_politica,validacion,0.086473584,media,1
TRX-008937,1685,validacion,8.96,0,normal,validacion,0.050860133,normal,0
TRX-008939,1686,validacion,15.12,0,normal,validacion,0.048199482,normal,0
TRX-008940,2016,prueba,7.4,0,normal,prueba,0.04621959,normal,0
TRX-008941,2017,prueba,243.28,1,monto_extremo,prueba,1.7057977,alta,1
TRX-008944,1687,validacion,347.45,1,monto_extremo,validacion,3.0244453,alta,1
TRX-008945,1688,validacion,18.36,0,normal,validacion,0.04870991,normal,0
TRX-008946,2018,prueba,266.52,1,monto_extremo,prueba,1.9522873,alta,1
TRX-008948,2019,prueba,1.51,1,efectivo_descuento_alto,prueba,0.08927376,media,1
TRX-008950,2020,prueba,7.38,0,normal,prueba,0.046576858,normal,0
TRX-008951,1689,validacion,0.77,1,efectivo_descuento_alto,validacion,0.056415867,normal,0
TRX-008955,1690,validacion,0.45,1,descuento_fuera_politica,validacion,0.4237999,alta,1
TRX-008957,2021,prueba,5.33,1,venta_fuera_horario,prueba,0.11367942,alta,1
TRX-008959,1691,validacion,18.63,0,normal,validacion,0.050154872,normal,0
TRX-008961,2022,prueba,18.58,0,normal,prueba,0.048670296,normal,0
TRX-008962,1692,validacion,4.0,0,normal,validacion,0.038087785,normal,0
TRX-008965,1693,validacion,8.84,0,normal,validacion,0.048550382,normal,0
TRX-008968,2023,prueba,1.81,1,descuento_fuera_politica,prueba,0.22313221,alta,1
TRX-008969,2024,prueba,4.46,0,normal,prueba,0.04246759,normal,0
TRX-008971,1694,validacion,9.01,0,normal,validacion,0.04952504,normal,0
TRX-008972,2025,prueba,12.25,0,normal,prueba,0.04253892,normal,0
TRX-008975,1695,validacion,4.71,0,normal,validacion,0.046096712,normal,0
TRX-008976,2026,prueba,3.79,1,efectivo_descuento_alto,prueba,0.06883985,baja,1
TRX-008979,1696,validacion,9.12,0,normal,validacion,0.047399882,normal,0
TRX-008980,2027,prueba,17.13,0,normal,prueba,0.045328192,normal,0
TRX-008982,2028,prueba,3.62,0,normal,prueba,0.054587547,normal,0
TRX-008985,1697,validacion,88.35,1,devolucion_monto_alto,validacion,0.27208152,alta,1
TRX-008986,1698,validacion,8.64,1,descuento_fuera_politica,validacion,0.0992635,media,1
TRX-008990,2029,prueba,4.74,0,normal,prueba,0.04842597,normal,0
TRX-008992,2030,prueba,147.29,1,devolucion_monto_alto,prueba,0.5808746,alta,1
TRX-008995,2031,prueba,1.27,0,normal,prueba,0.0424753,normal,0
TRX-008997,1699,validacion,282.49,1,monto_extremo,validacion,1.6127217,alta,1
TRX-009000,2032,prueba,3.58,1,descuento_fuera_politica,prueba,0.13737968,alta,1
TRX-009001,2033,prueba,-12.0,1,monto_inconsistente,prueba,0.1317035,alta,1
TRX-009004,1700,validacion,5.77,0,normal,validacion,0.04953322,normal,0
TRX-009005,2034,prueba,3.02,0,normal,prueba,0.050898824,normal,0
TRX-009006,2035,prueba,21.96,0,normal,prueba,0.042295545,normal,0
TRX-009012,2036,prueba,5.65,0,normal,prueba,0.060217887,normal,0
TRX-009013,1701,validacion,1.21,0,normal,validacion,0.050441213,normal,0
TRX-009016,2037,prueba,-12.0,1,monto_inconsistente,prueba,0.11945349,alta,1
TRX-009017,2038,prueba,26.01,0,normal,prueba,0.03841168,normal,0
TRX-009025,2039,prueba,335.09,1,monto_extremo,prueba,2.6387675,alta,1
TRX-009027,2040,prueba,-5.0,1,monto_inconsistente,prueba,0.0859156,media,1
TRX-009028,1702,validacion,13.3,0,normal,validacion,0.050256196,normal,0
TRX-009029,2041,prueba,0.73,1,descuento_fuera_politica,prueba,0.33893433,alta,1
TRX-009032,2042,prueba,1.81,0,normal,prueba,0.04699138,normal,0
TRX-009033,1703,validacion,4.42,1,descuento_fuera_politica,validacion,0.1051464,media,1
TRX-009034,1704,validacion,4.07,0,normal,validacion,0.04878904,normal,0
TRX-009036,2043,prueba,4.07,0,normal,prueba,0.042069286,normal,0
TRX-009037,2044,prueba,1.39,0,normal,prueba,0.04364378,normal,0
TRX-009038,2045,prueba,6.02,0,normal,prueba,0.04521713,normal,0
TRX-009039,2046,prueba,49.04,1,empleado_anulaciones_altas,prueba,0.17379992,alta,1
TRX-009041,2047,prueba,12.45,0,normal,prueba,0.0494263,normal,0
TRX-009043,2048,prueba,3.46,0,normal,prueba,0.037651867,normal,0
TRX-009045,2049,prueba,7.3,1,venta_fuera_horario,prueba,0.07204897,baja,1
TRX-009046,1705,validacion,68.46,0,normal,validacion,0.05008137,normal,0
TRX-009047,2050,prueba,2.28,0,normal,prueba,0.056784436,normal,0
TRX-009049,1706,validacion,10.82,0,normal,validacion,0.044275787,normal,0
TRX-009051,2051,prueba,6.07,1,descuento_fuera_politica,prueba,0.07373082,baja,1
TRX-009052,2052,prueba,38.4,0,normal,prueba,0.046046082,normal,0
TRX-009053,2053,prueba,36.36,0,normal,prueba,0.040210437,normal,0
TRX-009054,2054,prueba,46.93,1,descuento_fuera_politica,prueba,0.20641129,alta,1
TRX-009056,2055,prueba,121.82,1,devolucion_monto_alto,prueba,0.30799687,alta,1
TRX-009057,1707,validacion,3.91,0,normal,validacion,0.05666605,normal,0
TRX-009060,2056,prueba,235.0,1,monto_extremo,prueba,1.1100421,alta,1
TRX-009062,2057,prueba,5.38,0,normal,prueba,0.050219562,normal,0
TRX-009065,2058,prueba,8.99,1,venta_fuera_horario,prueba,0.090102494,media,1
TRX-009077,1708,validacion,20.87,1,descuento_fuera_politica,validacion,0.09275533,media,1
TRX-009079,2059,prueba,1.39,0,normal,prueba,0.045133557,normal,0
TRX-009082,2060,prueba,5.37,0,normal,prueba,0.055541065,normal,0
TRX-009085,2061,prueba,6.53,1,venta_fuera_horario,prueba,0.11082858,alta,1
TRX-009086,2062,prueba,9.07,0,normal,prueba,0.044869393,normal,0
TRX-009087,2063,prueba,4.01,0,normal,prueba,0.0390382,normal,0
TRX-009090,1709,validacion,17.99,0,normal,validacion,0.04526869,normal,0
TRX-009092,2064,prueba,11.05,1,descuento_fuera_politica,prueba,0.10884413,alta,1
TRX-009093,2065,prueba,0.91,1,venta_fuera_horario,prueba,0.09859015,media,1
TRX-009095,2066,prueba,-5.0,1,monto_inconsistente,prueba,0.08803636,media,1
TRX-009097,1710,validacion,1.17,0,normal,validacion,0.04487908,normal,0
TRX-009098,2067,prueba,5.7,0,normal,prueba,0.04706482,normal,0
TRX-009099,2068,prueba,24.5,0,normal,prueba,0.0453434,normal,0
TRX-009102,2069,prueba,3.54,1,venta_fuera_horario,prueba,0.115922265,alta,1
TRX-009104,1711,validacion,11.51,0,normal,validacion,0.09004099,media,1
TRX-009107,2070,prueba,11.8,0,normal,prueba,0.047732018,normal,0
TRX-009111,1712,validacion,0.0,1,monto_inconsistente,validacion,0.053368285,normal,0
TRX-009112,1713,validacion,3.79,0,normal,validacion,0.043958284,normal,0
TRX-009113,1714,validacion,2.68,1,descuento_fuera_politica,validacion,0.14086172,alta,1
TRX-009114,2071,prueba,4.78,0,normal,prueba,0.053002864,normal,0
TRX-009115,2072,prueba,3.94,0,normal,prueba,0.03877285,normal,0
TRX-009116,1715,validacion,7.05,0,normal,validacion,0.08255512,baja,1
TRX-009118,1716,validacion,15.52,0,normal,validacion,0.046599664,normal,0
TRX-009122,2073,prueba,4.81,0,normal,prueba,0.041395165,normal,0
TRX-009124,1717,validacion,4.28,0,normal,validacion,0.0677072,baja,1
TRX-009126,2074,prueba,11.08,1,venta_fuera_horario,prueba,0.10844142,alta,1
TRX-009128,1718,validacion,10.66,1,descuento_fuera_politica,validacion,0.42040846,alta,1
TRX-009129,2075,prueba,0.61,1,descuento_fuera_politica,prueba,0.47431126,alta,1
TRX-009133,2076,prueba,2.79,0,normal,prueba,0.043093905,normal,0
TRX-009135,1719,validacion,9.62,0,normal,validacion,0.05247838,normal,0
TRX-009138,2077,prueba,5.08,0,normal,prueba,0.048675053,normal,0
TRX-009140,2078,prueba,17.17,0,normal,prueba,0.05465136,normal,0
TRX-009147,2079,prueba,1.7,0,normal,prueba,0.047563117,normal,0
TRX-009151,2080,prueba,3.57,0,normal,prueba,0.04657809,normal,0
TRX-009152,2081,prueba,3.99,0,normal,prueba,0.03898516,normal,0
TRX-009157,2082,prueba,227.3,1,monto_extremo,prueba,0.99948376,alta,1
TRX-009161,1720,validacion,101.56,1,empleado_anulaciones_altas,validacion,0.2817729,alta,1
TRX-009162,2083,prueba,3.03,0,normal,prueba,0.053501204,normal,0
TRX-009170,2084,prueba,2.31,1,efectivo_descuento_alto,prueba,0.059995867,normal,0
TRX-009171,1721,validacion,34.1,0,normal,validacion,0.052763984,normal,0
TRX-009175,2085,prueba,12.85,0,normal,prueba,0.04452228,normal,0
TRX-009180,2086,prueba,1.5,0,normal,prueba,0.0481404,normal,0
TRX-009181,1722,validacion,6.1,0,normal,validacion,0.05458085,normal,0
TRX-009183,2087,prueba,0.0,1,monto_inconsistente,prueba,0.068007536,baja,1
TRX-009187,1723,validacion,-25.0,1,monto_inconsistente,validacion,0.27247897,alta,1
TRX-009194,1724,validacion,6.19,1,descuento_fuera_politica,validacion,0.21850772,alta,1
TRX-009197,2088,prueba,2.84,0,normal,prueba,0.053631667,normal,0
TRX-009200,2089,prueba,15.95,1,efectivo_descuento_alto,prueba,0.083538264,media,1
TRX-009205,1725,validacion,7.27,0,normal,validacion,0.048218016,normal,0
TRX-009207,1726,validacion,6.5,0,normal,validacion,0.04440532,normal,0
TRX-009208,1727,validacion,11.7,0,normal,validacion,0.05292292,normal,0
TRX-009210,1728,validacion,5.88,0,normal,validacion,0.04865664,normal,0
TRX-009211,1729,validacion,15.92,0,normal,validacion,0.048345804,normal,0
TRX-009212,1730,validacion,882.21,1,monto_extremo,validacion,19.432116,alta,1
TRX-009213,2090,prueba,1.38,0,normal,prueba,0.045562908,normal,0
TRX-009214,1731,validacion,5.47,0,normal,validacion,0.045608163,normal,0
TRX-009215,2091,prueba,41.77,1,empleado_anulaciones_altas,prueba,0.15881525,alta,1
TRX-009216,2092,prueba,1.52,1,efectivo_descuento_alto,prueba,0.13495967,alta,1
TRX-009217,2093,prueba,10.91,1,venta_fuera_horario,prueba,0.06979705,baja,1
TRX-009220,2094,prueba,25.17,0,normal,prueba,0.04654486,normal,0
TRX-009222,1732,validacion,1.02,0,normal,validacion,0.0513585,normal,0
TRX-009226,1733,validacion,3.69,0,normal,validacion,0.037955374,normal,0
TRX-009228,1734,validacion,7.99,0,normal,validacion,0.054146025,normal,0
TRX-009231,1735,validacion,12.0,0,normal,validacion,0.052316617,normal,0
TRX-009234,2095,prueba,16.2,0,normal,prueba,0.049811598,normal,0
TRX-009235,1736,validacion,2.34,0,normal,validacion,0.04404243,normal,0
TRX-009236,2096,prueba,20.45,1,venta_fuera_horario,prueba,0.07976695,baja,1
TRX-009238,2097,prueba,17.99,0,normal,prueba,0.048664305,normal,0
TRX-009239,1737,validacion,3.36,0,normal,validacion,0.04764109,normal,0
TRX-009241,1738,validacion,3.44,0,normal,validacion,0.0465885,normal,0
TRX-009243,2098,prueba,2.55,0,normal,prueba,0.046642832,normal,0
TRX-009247,1739,validacion,6.74,0,normal,validacion,0.040235456,normal,0
TRX-009249,1740,validacion,3.59,1,venta_fuera_horario,validacion,0.11793326,alta,1
TRX-009252,2099,prueba,36.25,0,normal,prueba,0.047620673,normal,0
TRX-009254,2100,prueba,240.28,1,devolucion_monto_alto,prueba,1.3973991,alta,1
TRX-009258,2101,prueba,8.42,0,normal,prueba,0.080651365,baja,1
TRX-009263,1741,validacion,6.48,0,normal,validacion,0.061171565,normal,0
TRX-009265,2102,prueba,26.81,0,normal,prueba,0.05077518,normal,0
TRX-009267,1742,validacion,16.96,0,normal,validacion,0.04702276,normal,0
TRX-009272,1743,validacion,12.83,0,normal,validacion,0.055704575,normal,0
TRX-009273,1744,validacion,172.16,1,devolucion_monto_alto,validacion,0.7038188,alta,1
TRX-009276,1745,validacion,10.57,0,normal,validacion,0.045458604,normal,0
TRX-009281,1746,validacion,3.38,0,normal,validacion,0.050423574,normal,0
TRX-009286,2103,prueba,30.62,1,empleado_anulaciones_altas,prueba,0.19311367,alta,1
TRX-009288,2104,prueba,6.57,0,normal,prueba,0.0421412,normal,0
TRX-009289,2105,prueba,54.89,1,empleado_anulaciones_altas,prueba,0.12269193,alta,1
TRX-009290,1747,validacion,13.88,0,normal,validacion,0.05410771,normal,0
TRX-009291,2106,prueba,3.53,0,normal,prueba,0.05010215,normal,0
TRX-009293,1748,validacion,3.53,0,normal,validacion,0.05277896,normal,0
TRX-009294,2107,prueba,5.25,1,descuento_fuera_politica,prueba,0.14720768,alta,1
TRX-009301,1749,validacion,4.8,1,venta_fuera_horario,validacion,0.084165215,media,1
TRX-009302,1750,validacion,17.31,0,normal,validacion,0.055964444,normal,0
TRX-009303,2108,prueba,10.92,0,normal,prueba,0.05006161,normal,0
TRX-009304,2109,prueba,15.0,0,normal,prueba,0.05319909,normal,0
TRX-009307,1751,validacion,6.93,0,normal,validacion,0.04723552,normal,0
TRX-009308,1752,validacion,8.13,0,normal,validacion,0.03950218,normal,0
TRX-009309,2110,prueba,3.62,0,normal,prueba,0.049340237,normal,0
TRX-009311,2111,prueba,110.31,1,empleado_anulaciones_altas,prueba,0.4858495,alta,1
TRX-009314,2112,prueba,4.03,0,normal,prueba,0.045534007,normal,0
TRX-009317,2113,prueba,14.56,0,normal,prueba,0.046102364,normal,0
TRX-009320,1753,validacion,21.67,0,normal,validacion,0.048406526,normal,0
TRX-009323,2114,prueba,21.81,0,normal,prueba,0.045873966,normal,0
TRX-009327,1754,validacion,1.32,0,normal,validacion,0.047270864,normal,0
TRX-009329,1755,validacion,-25.0,1,monto_inconsistente,validacion,0.2802994,alta,1
TRX-009330,1756,validacion,8.19,0,normal,validacion,0.040585257,normal,0
TRX-009331,1757,validacion,4.41,1,descuento_fuera_politica,validacion,0.14152779,alta,1
TRX-009332,1758,validacion,7.84,0,normal,validacion,0.049052835,normal,0
TRX-009338,1759,validacion,4.4,0,normal,validacion,0.040867027,normal,0
TRX-009342,2115,prueba,9.96,0,normal,prueba,0.047172368,normal,0
TRX-009347,2116,prueba,2.61,0,normal,prueba,0.05832499,normal,0
TRX-009348,1760,validacion,223.92,1,devolucion_monto_alto,validacion,0.9674179,alta,1
TRX-009355,1761,validacion,2.56,0,normal,validacion,0.046297636,normal,0
TRX-009356,2117,prueba,1.0,0,normal,prueba,0.04872511,normal,0
TRX-009357,2118,prueba,176.29,1,monto_extremo,prueba,0.7908793,alta,1
TRX-009358,2119,prueba,123.26,1,devolucion_monto_alto,prueba,0.70344335,alta,1
TRX-009360,1762,validacion,4.26,0,normal,validacion,0.04748333,normal,0
TRX-009366,2120,prueba,0.32,1,descuento_fuera_politica,prueba,0.3590299,alta,1
TRX-009369,2121,prueba,25.6,0,normal,prueba,0.050064486,normal,0
TRX-009371,2122,prueba,2.19,1,efectivo_descuento_alto,prueba,0.05662843,normal,0
TRX-009376,1763,validacion,24.1,0,normal,validacion,0.049460452,normal,0
TRX-009382,2123,prueba,70.16,1,empleado_anulaciones_altas,prueba,0.20897162,alta,1
TRX-009383,2124,prueba,9.83,0,normal,prueba,0.05938317,normal,0
TRX-009385,2125,prueba,284.6,1,monto_extremo,prueba,1.8157802,alta,1
TRX-009386,2126,prueba,203.99,1,devolucion_monto_alto,prueba,0.90153617,alta,1
TRX-009388,2127,prueba,5.05,1,efectivo_descuento_alto,prueba,0.13926837,alta,1
TRX-009389,1764,validacion,4.01,0,normal,validacion,0.047208395,normal,0
TRX-009394,2128,prueba,13.22,0,normal,prueba,0.052566137,normal,0
TRX-009396,1765,validacion,5.35,0,normal,validacion,0.044026285,normal,0
TRX-009398,1766,validacion,-25.0,1,monto_inconsistente,validacion,0.30536374,alta,1
TRX-009403,2129,prueba,2.73,0,normal,prueba,0.04381964,normal,0
TRX-009405,1767,validacion,130.1,1,devolucion_monto_alto,validacion,0.40711948,alta,1
TRX-009407,1768,validacion,173.79,1,devolucion_monto_alto,validacion,0.49356478,alta,1
TRX-009409,2130,prueba,6.86,0,normal,prueba,0.04244182,normal,0
TRX-009411,1769,validacion,2.3,0,normal,validacion,0.041714106,normal,0
TRX-009413,1770,validacion,1.39,0,normal,validacion,0.045013584,normal,0
TRX-009414,1771,validacion,13.01,0,normal,validacion,0.050671324,normal,0
TRX-009416,1772,validacion,1.02,0,normal,validacion,0.052405458,normal,0
TRX-009417,2131,prueba,5.55,0,normal,prueba,0.05063712,normal,0
TRX-009419,2132,prueba,10.7,0,normal,prueba,0.046983067,normal,0
TRX-009420,2133,prueba,89.01,1,devolucion_monto_alto,prueba,0.15395048,alta,1
TRX-009422,2134,prueba,8.22,0,normal,prueba,0.054265738,normal,0
TRX-009423,2135,prueba,7.79,0,normal,prueba,0.035538558,normal,0
TRX-009424,1773,validacion,2.73,1,descuento_fuera_politica,validacion,0.09948366,media,1
TRX-009427,1774,validacion,12.24,0,normal,validacion,0.053104997,normal,0
TRX-009428,1775,validacion,2.19,0,normal,validacion,0.045012284,normal,0
TRX-009429,2136,prueba,3.57,0,normal,prueba,0.07228421,baja,1
TRX-009431,1776,validacion,11.62,0,normal,validacion,0.039348308,normal,0
TRX-009434,1777,validacion,233.21,1,devolucion_monto_alto,validacion,1.3708616,alta,1
TRX-009437,2137,prueba,85.79,1,devolucion_monto_alto,prueba,0.098091684,media,1
TRX-009438,2138,prueba,2.44,1,efectivo_descuento_alto,prueba,0.08537116,media,1
TRX-009443,1778,validacion,52.25,0,normal,validacion,0.052457135,normal,0
TRX-009447,2139,prueba,6.85,0,normal,prueba,0.04757315,normal,0
TRX-009448,2140,prueba,7.13,0,normal,prueba,0.054149646,normal,0
TRX-009450,2141,prueba,10.23,0,normal,prueba,0.044196576,normal,0
TRX-009451,2142,prueba,10.11,0,normal,prueba,0.046939343,normal,0
TRX-009456,2143,prueba,592.73,1,monto_extremo,prueba,7.515419,alta,1
TRX-009458,1779,validacion,0.0,1,monto_inconsistente,validacion,0.11245168,alta,1
TRX-009459,2144,prueba,11.77,1,efectivo_descuento_alto,prueba,0.063465044,normal,0
TRX-009463,1780,validacion,8.07,0,normal,validacion,0.03725531,normal,0
TRX-009464,1781,validacion,119.46,1,empleado_anulaciones_altas,validacion,0.24711937,alta,1
TRX-009468,2145,prueba,115.37,1,venta_fuera_horario,prueba,0.10728093,alta,1
TRX-009474,1782,validacion,2.06,0,normal,validacion,0.11622964,alta,1
TRX-009476,1783,validacion,10.72,1,descuento_fuera_politica,validacion,0.20990431,alta,1
TRX-009481,1784,validacion,74.47,1,empleado_anulaciones_altas,validacion,0.2585211,alta,1
TRX-009483,2146,prueba,19.48,0,normal,prueba,0.04262927,normal,0
TRX-009487,2147,prueba,10.32,0,normal,prueba,0.054527625,normal,0
TRX-009489,2148,prueba,1.92,0,normal,prueba,0.046504814,normal,0
TRX-009491,2149,prueba,11.97,1,venta_fuera_horario,prueba,0.107640326,alta,1
TRX-009492,2150,prueba,1.96,1,efectivo_descuento_alto,prueba,0.09709851,media,1
TRX-009493,1785,validacion,4.05,0,normal,validacion,0.049374767,normal,0
TRX-009494,2151,prueba,219.3,1,devolucion_monto_alto,prueba,1.1537666,alta,1
TRX-009495,2152,prueba,6.53,0,normal,prueba,0.041426457,normal,0
TRX-009496,2153,prueba,8.5,1,venta_fuera_horario,prueba,0.09233459,media,1
TRX-009501,1786,validacion,82.65,1,empleado_anulaciones_altas,validacion,0.20443931,alta,1
TRX-009505,2154,prueba,225.87,1,devolucion_monto_alto,prueba,1.4704357,alta,1
TRX-009506,2155,prueba,9.65,0,normal,prueba,0.04884042,normal,0
TRX-009509,1787,validacion,7.36,0,normal,validacion,0.041607067,normal,0
TRX-009511,2156,prueba,38.85,1,descuento_fuera_politica,prueba,0.31078696,alta,1
TRX-009512,1788,validacion,15.92,0,normal,validacion,0.0422078,normal,0
TRX-009513,1789,validacion,29.09,0,normal,validacion,0.04456897,normal,0
TRX-009515,1790,validacion,10.49,1,venta_fuera_horario,validacion,0.085418046,media,1
TRX-009516,2157,prueba,0.0,1,monto_inconsistente,prueba,0.066943824,baja,1
TRX-009520,2158,prueba,43.06,1,empleado_anulaciones_altas,prueba,0.30776832,alta,1
TRX-009521,2159,prueba,38.04,1,empleado_anulaciones_altas,prueba,0.2286153,alta,1
TRX-009522,2160,prueba,4.15,0,normal,prueba,0.038347572,normal,0
TRX-009525,1791,validacion,12.25,0,normal,validacion,0.049225967,normal,0
TRX-009527,1792,validacion,4.15,0,normal,validacion,0.048998095,normal,0
TRX-009528,2161,prueba,41.56,0,normal,prueba,0.04903719,normal,0
TRX-009532,2162,prueba,17.67,1,venta_fuera_horario,prueba,0.08787247,media,1
TRX-009533,2163,prueba,3.62,0,normal,prueba,0.05313916,normal,0
TRX-009536,2164,prueba,17.37,0,normal,prueba,0.044089746,normal,0
TRX-009538,1793,validacion,5.04,0,normal,validacion,0.04278802,normal,0
TRX-009539,1794,validacion,0.4,1,descuento_fuera_politica,validacion,0.17915623,alta,1
TRX-009540,2165,prueba,6.84,1,efectivo_descuento_alto,prueba,0.09745399,media,1
TRX-009544,2166,prueba,10.62,1,efectivo_descuento_alto,prueba,0.11529685,alta,1
TRX-009545,1795,validacion,2.66,0,normal,validacion,0.057165835,normal,0
TRX-009546,2167,prueba,12.27,0,normal,prueba,0.055897407,normal,0
TRX-009547,2168,prueba,13.87,0,normal,prueba,0.041006535,normal,0
TRX-009550,2169,prueba,29.3,0,normal,prueba,0.04830729,normal,0
TRX-009551,2170,prueba,3.49,0,normal,prueba,0.046448406,normal,0
TRX-009558,2171,prueba,0.73,1,descuento_fuera_politica,prueba,0.07762442,baja,1
TRX-009559,1796,validacion,5.13,0,normal,validacion,0.047222927,normal,0
TRX-009560,1797,validacion,5.27,0,normal,validacion,0.07820682,baja,1
TRX-009561,1798,validacion,13.63,0,normal,validacion,0.044427417,normal,0
TRX-009571,1799,validacion,5.22,1,venta_fuera_horario,validacion,0.11598325,alta,1
TRX-009573,2172,prueba,8.15,0,normal,prueba,0.06656984,baja,1
TRX-009574,1800,validacion,0.96,0,normal,validacion,0.05078768,normal,0
TRX-009575,1801,validacion,24.36,0,normal,validacion,0.04848338,normal,0
TRX-009576,1802,validacion,1.7,0,normal,validacion,0.04757619,normal,0
TRX-009578,2173,prueba,27.92,0,normal,prueba,0.057884596,normal,0
TRX-009580,2174,prueba,6.09,0,normal,prueba,0.04862585,normal,0
TRX-009583,1803,validacion,14.98,0,normal,validacion,0.049208123,normal,0
TRX-009585,1804,validacion,12.02,0,normal,validacion,0.054345872,normal,0
TRX-009586,1805,validacion,32.34,1,venta_fuera_horario,validacion,0.09738155,media,1
TRX-009587,1806,validacion,2.99,0,normal,validacion,0.050765164,normal,0
TRX-009591,2175,prueba,36.12,0,normal,prueba,0.04633326,normal,0
TRX-009593,2176,prueba,3.31,1,efectivo_descuento_alto,prueba,0.17225854,alta,1
TRX-009597,1807,validacion,30.78,0,normal,validacion,0.046824235,normal,0
TRX-009599,1808,validacion,3.43,0,normal,validacion,0.058206096,normal,0
TRX-009600,1809,validacion,53.06,0,normal,validacion,0.049851887,normal,0
TRX-009601,1810,validacion,17.95,0,normal,validacion,0.04764505,normal,0
TRX-009606,1811,validacion,6.45,0,normal,validacion,0.05015513,normal,0
TRX-009607,2177,prueba,11.05,0,normal,prueba,0.05290058,normal,0
TRX-009608,2178,prueba,3.38,0,normal,prueba,0.050254352,normal,0
TRX-009609,1812,validacion,21.36,0,normal,validacion,0.078141846,baja,1
TRX-009616,2179,prueba,4.25,1,venta_fuera_horario,prueba,0.10036664,media,1
TRX-009620,2180,prueba,5.4,0,normal,prueba,0.047061224,normal,0
TRX-009621,2181,prueba,33.58,0,normal,prueba,0.052886218,normal,0
TRX-009623,2182,prueba,26.1,0,normal,prueba,0.08879011,media,1
TRX-009624,2183,prueba,4.62,1,descuento_fuera_politica,prueba,0.086626045,media,1
TRX-009629,1813,validacion,50.52,1,empleado_anulaciones_altas,validacion,0.12640163,alta,1
TRX-009630,1814,validacion,33.68,1,venta_fuera_horario,validacion,0.07833381,baja,1
TRX-009632,2184,prueba,1.84,1,descuento_fuera_politica,prueba,0.0972816,media,1
TRX-009633,1815,validacion,9.66,0,normal,validacion,0.04976049,normal,0
TRX-009634,2185,prueba,5.17,0,normal,prueba,0.050979305,normal,0
TRX-009636,2186,prueba,5.24,0,normal,prueba,0.048810784,normal,0
TRX-009641,2187,prueba,103.15,1,empleado_anulaciones_altas,prueba,0.3820808,alta,1
